english,chinese,level,phonetic,example1,example1_form,example1_cn,example2,example2_form,example2_cn
scientific,科学的,高中,/ˌsaɪənˈtɪfɪk/,This is a scientific method.,,这是一种科学方法。,They conducted a scientific experiment.,,他们进行了一项科学实验。
search,搜索,高中,/sɜːtʃ/,Search for the file.,,搜索文件。,The police searched the house.,searched,警察搜查了那所房子。
secret,秘密,高中,/ˈsiːkrət/,I have a secret.,,我有个秘密。,Can you keep a secret?,,你能保守秘密吗？
secretary,秘书,高中,/ˈsekrətri/,The secretary arranged the meeting.,,秘书安排了会议。,She works as a secretary in a company.,,她在一家公司担任秘书。
section,部分,高中,/ˈsekʃn/,Read this section carefully.,,仔细阅读这部分内容。,The book is divided into five sections.,,这本书分为五个部分。
seek,寻找,高中,/siːk/,Seek help when needed.,,需要时寻求帮助。,They are seeking a solution to the problem.,seeking,他们正在寻找问题的解决方案。
select,选择,高中,/sɪˈlekt/,Select the best option.,,选择最佳选项。,She selected a red dress for the party.,selected,她为聚会挑选了一条红裙子。
selfish,自私的,高中,/ˈselfɪʃ/,Don't be selfish.,,别自私。,It was selfish of him to take the last piece.,,他拿走最后一块很自私。
senior,高级的；年长的,高中,/ˈsiːniər/,He is a senior manager.,,他是高级经理。,She is three years senior to me.,,她比我大三岁。
sense,感觉,高中,/sens/,I have a sense of responsibility.,,我有责任感。,Dogs have a keen sense of smell.,,狗有敏锐的嗅觉。
separate,分开的,高中,/ˈseprət/,The rooms are separate.,,房间是分开的。,Please separate the paper from the plastic.,,请把纸和塑料分开。
separation,分离,高中,/ˌsepəˈreɪʃn/,The separation was difficult.,,分离很困难。,The long separation made them miss each other more.,,长久的分离让他们更加思念彼此。
serious,严肃的,高中,/ˈsɪəriəs/,This is a serious matter.,,这是件严肃的事。,He is serious about his studies.,,他对待学习很认真。
servant,仆人,高中,/ˈsɜːvənt/,The servant served dinner.,,仆人端上了晚餐。,They hired a servant to help with the housework.,,他们雇了一个仆人帮忙做家务。
serve,服务,高中,/sɜːv/,He serves the customers well.,serves,他很好地为顾客服务。,This dish serves four people.,serves,这道菜够四个人吃。
settle,解决,高中,/ˈsetl/,Let's settle this dispute.,,让我们解决这个争端。,They finally settled on a date for the meeting.,settled,他们最终确定了会议的日期。
seventeen,十七,高中,/ˌsevnˈtiːn/,I am seventeen years old.,,我十七岁了。,There are seventeen students in the class.,,班上有十七名学生。
seventy,七十,高中,/ˈsevnti/,My grandfather is seventy.,,我祖父七十岁了。,The book has seventy pages.,,这本书有七十页。
sew,缝纫,高中,/səʊ/,She sews beautifully.,sews,她缝纫得很好。,I need to sew a button on my shirt.,,我需要给我的衬衫缝上一颗纽扣。
sex,性别,高中,seks,What's your sex?,,你的性别是什么？,The form asks for your sex.,,表格要求填写你的性别。
sexual,性的,高中,ˈsekʃuəl,Sexual education is important.,,性教育很重要。,They have a strong sexual attraction.,,他们之间有强烈的性吸引力。
shade,阴凉,高中,ʃeɪd,Rest in the shade.,,在阴凉处休息。,The tree provides welcome shade.,,这棵树提供了宜人的阴凉。
shadow,影子,高中,ˈʃædəʊ,The shadow follows you.,,影子跟着你。,He saw a shadow moving in the dark.,,他看到一个影子在黑暗中移动。
shallow,浅的,高中,ˈʃæləʊ,The river is shallow.,,这条河很浅。,The dish is too shallow for soup.,,这个盘子太浅，不适合盛汤。
sharp,锋利的,高中,ʃɑːp,The knife is sharp.,,刀很锋利。,Be careful with the sharp edge.,,小心那个锋利的边缘。
sheet,床单,高中,ʃiːt,Change the bed sheets.,sheets,换床单。,She wrote on a sheet of paper.,,她在一张纸上写字。
shell,贝壳,高中,ʃel,I found a beautiful shell.,,我找到了一个美丽的贝壳。,The turtle retreated into its shell.,,乌龟缩回了壳里。
shelter,庇护所,高中,ˈʃeltə(r),The animals sought shelter.,,动物们寻找庇护所。,They took shelter from the rain.,,他们躲雨。
shift,班次,高中,ʃɪft,I work the night shift.,,我上夜班。,The wind shifted to the north.,shifted,风向转北了。
shock,震惊,高中,ʃɒk,The news was a shock.,,这个消息令人震惊。,He was shocked by her words.,shocked,他被她的话震惊了。
shoot,射击,高中,ʃuːt,Don't shoot.,,别开枪。,He shot at the target.,shot,他朝目标射击。
shore,海岸,高中,ʃɔː(r),We walked along the shore.,,我们沿着海岸散步。,The boat reached the shore safely.,,船安全抵达海岸。
shout,喊叫,高中,ʃaʊt,Don't shout.,,别喊叫。,He shouted for help.,shouted,他大声呼救。
signal,信号,高中,ˈsɪɡnəl,The traffic signal changed.,,交通信号灯变了。,He signaled to turn left.,signaled,他示意要左转。
situation,情况,高中,/ˌsɪtʃuˈeɪʃn/,The situation is complex.,,情况很复杂。,The economic situation is improving.,,经济形势正在改善。
sixteen,十六,高中,/ˌsɪksˈtiːn/,I turned sixteen.,,我十六岁了。,She has sixteen books.,,她有十六本书。
sixty,六十,高中,/ˈsɪksti/,My father is sixty.,,我父亲六十岁了。,About sixty people attended.,,大约六十人参加了。
skeleton,骨架,高中,/ˈskelɪtn/,The museum has a dinosaur skeleton.,,博物馆有恐龙骨架。,He knows the skeleton of the story.,,他知道故事的梗概。
skilled,熟练的,高中,/skɪld/,He is a skilled worker.,,他是熟练工人。,Skilled hands are needed for this job.,,这项工作需要熟练的双手。
slight,轻微的,高中,/slaɪt/,There was a slight delay.,,有轻微的延误。,I have a slight headache.,,我有点轻微头痛。
slightly,轻微地,高中,/ˈslaɪtli/,The temperature dropped slightly.,,温度稍微下降了。,He is slightly taller than me.,,他比我稍微高一点。
smart,聪明的,高中,/smɑːrt/,She is very smart.,,她很聪明。,That was a smart decision.,,那是个明智的决定。
smooth,光滑的,高中,/smuːð/,The surface is smooth.,,表面很光滑。,The process went smoothly.,smoothly,过程进展顺利。
snake,蛇,高中,/sneɪk/,Snakes are dangerous.,Snakes,蛇很危险。,A snake slithered across the path.,slithered,一条蛇蜿蜒爬过小路。
society,社会,高中,/səˈsaɪəti/,We live in a modern society.,,我们生活在现代社会。,He joined the local historical society.,,他加入了当地的历史学会。
sofa,沙发,高中,/ˈsəʊfə/,Sit on the sofa.,,坐在沙发上。,They bought a new leather sofa.,,他们买了一张新的皮沙发。
soil,土壤,高中,/sɔɪl/,Plants grow in soil.,,植物在土壤中生长。,The soil here is very fertile.,,这里的土壤非常肥沃。
solar,太阳的,高中,/ˈsəʊlə(r)/,Solar energy is renewable.,,太阳能是可再生的。,They installed solar panels on the roof.,,他们在屋顶安装了太阳能电池板。
solution,解决方案,高中,/səˈluːʃn/,We found a solution.,,我们找到了解决方案。,Salt water is a solution of salt and water.,,盐水是盐和水的溶液。
somebody,某人,高中,/ˈsʌmbədi/,Somebody called you.,,有人给你打电话。,Is somebody there?,,有人在那边吗？
somehow,不知怎么地,高中,/ˈsʌmhaʊ/,Somehow I managed.,,不知怎么地我成功了。,The keys have somehow disappeared.,,钥匙不知怎么地不见了。
somewhere,某处,高中,/ˈsʌmweə(r)/,Let's go somewhere.,,我们去某个地方吧。,I left my bag somewhere in the house.,,我把包落在房子里的某个地方了。
sort,种类,高中,/sɔːt/,What sort of music do you like?,,你喜欢什么类型的音乐？,He's a friendly sort of person.,,他是那种友好的人。
southern,南方的,高中,/ˈsʌðən/,Southern China is warm.,,中国南方很温暖。,They have a southern accent.,,他们有南方口音。
species,物种,高中,/ˈspiːʃiːz/,This species is endangered.,,这个物种濒临灭绝。,Many plant species grow here.,,许多植物物种生长在这里。
specific,具体的,高中,/spəˈsɪfɪk/,Be specific.,,具体点。,Can you give a specific example?,,你能举一个具体的例子吗？
speech,演讲,高中,/spiːtʃ/,His speech was inspiring.,,他的演讲很鼓舞人心。,She delivered a speech at the conference.,,她在会议上发表了演讲。
spirit,精神,高中,/ˈspɪrɪt/,Team spirit is important.,,团队精神很重要。,He showed a fighting spirit.,,他表现出战斗精神。
spiritual,精神的,高中,/ˈspɪrɪtʃuəl/,Meditation is spiritual.,,冥想是精神层面的。,She seeks spiritual growth.,,她寻求精神上的成长。
spit,吐痰,高中,/spɪt/,Don't spit on the ground.,,不要随地吐痰。,The angry man spat out his words.,spat,那个愤怒的男人厉声说话。
spite,恶意,高中,/spaɪt/,"Out of spite, he lied.",,出于恶意，他撒谎了。,She did it out of pure spite.,,她这样做纯粹是出于恶意。
split,分裂,高中,/splɪt/,The wood split easily.,,木头容易劈开。,They split the bill equally.,,他们平分了账单。
spoil,破坏,高中,/spɔɪl/,Don't spoil the child.,,别宠坏孩子。,The rain spoiled our picnic.,,雨破坏了我们的野餐。
spoken,口语的,高中,/ˈspəʊkən/,Spoken English is important.,,英语口语很重要。,He has good spoken communication skills.,,他有很好的口头沟通技巧。
spot,斑点,高中,/spɒt/,There's a spot on your shirt.,,你衬衫上有污渍。,The leopard has dark spots.,,豹子有黑色的斑点。
spread,传播,高中,/spred/,News spreads quickly.,spreads,消息传播得很快。,He spread butter on the bread.,,他把黄油涂在面包上。
spy,间谍,高中,/spaɪ/,The spy was caught.,,间谍被抓了。,He was accused of spying for a foreign country.,spying,他被指控为外国从事间谍活动。
stain,污渍,高中,/steɪn/,Remove the stain.,,去除污渍。,The coffee stained the carpet.,,咖啡弄脏了地毯。
stair,楼梯,高中,/steə(r)/,Go up the stairs.,stairs,上楼梯。,She sat on the bottom stair.,,她坐在最下面一级楼梯上。
stare,凝视,高中,/steə(r)/,Don't stare at people.,,别盯着人看。,He stared out of the window.,,他凝视着窗外。
statement,声明,高中,/ˈsteɪtmənt/,He made a statement.,,他发表了声明。,The witness gave a statement to the police.,,目击者向警方作了陈述。
static,静态的,高中,/ˈstætɪk/,The data is static.,,数据是静态的。,The image on the screen was static.,,屏幕上的图像是静止的。
steady,稳定的,高中,/ˈstedi/,Keep a steady pace.,,保持稳定的步伐。,He has a steady job.,,他有一份稳定的工作。
steep,陡峭的,高中,/stiːp/,The mountain is steep.,,这座山很陡峭。,There was a steep rise in prices.,,价格急剧上涨。
stem,茎,高中,/stem/,The flower has a long stem.,,花有长长的茎。,The problem stems from a lack of communication.,stems,问题源于缺乏沟通。
stiff,僵硬的,高中,/stɪf/,My neck is stiff.,,我的脖子很僵硬。,The door is stiff and hard to open.,,门很紧，很难打开。
stock,库存,高中,/stɒk/,Check the stock.,,检查库存。,The store stocks a wide variety of goods.,stocks,这家商店库存各种各样的商品。
stranger,陌生人,高中,/ˈstreɪndʒə(r)/,Don't talk to strangers.,strangers,不要和陌生人说话。,He felt like a stranger in his own hometown.,,他在自己的家乡感觉像个陌生人。
straw,稻草,高中,/strɔː/,Drink through a straw.,,用吸管喝。,The last straw was when he forgot our anniversary.,,最后一根稻草是他忘了我们的纪念日。
strength,力量,高中,/streŋθ/,He has great strength.,,他力气很大。,Her greatest strength is her patience.,,她最大的优点是耐心。
stress,压力,高中,/stres/,Work stress affects health.,,工作压力影响健康。,She stressed the importance of being on time.,stressed,她强调了准时的重要性。
